2.62, 1129
2.12, 1038
1.86, 990
1.68, 955
1.58, 931
1.54, 920
1.48, 907
1.36, 869
1.28, 847
1.22, 830
2.86, 1225
2.84, 1250
2.82, 1266
2.78, 1280
2.72, 1300
2.70, 1310
2.62, 1326
2.56, 1339
2.50, 1353
2.48, 1361
